instance_index,original_test_index,CF_number,distance,decile1,decile3,fam_inc,lsat,ugpa,fulltime
237,14477,3,1.42828568570857,4.0,3.0,3.0,28.0,2.9,1.0
238,5773,1,1.5,1.0,1.0,3.0,13.5,2.7,1.0
238,5773,2,1.5297058540778357,1.0,1.0,2.0,15.0,2.9,1.0
238,5773,3,3.645545226711637,1.0,1.0,3.0,18.0,3.4,1.0
239,14348,1,1.42828568570857,2.0,1.0,3.0,29.0,2.5,2.0
239,14348,2,1.445683229480096,2.0,2.0,3.0,30.0,3.0,2.0
239,14348,3,1.445683229480096,3.0,2.0,3.0,30.0,3.0,1.0
240,2985,1,0.0,10.0,10.0,4.0,45.0,3.4,1.0
240,2985,2,0.19999999999999973,10.0,10.0,4.0,45.0,3.2,1.0
240,2985,3,0.20000000000000018,10.0,10.0,4.0,45.0,3.6,1.0
241,20064,1,1.187434208703792,1.0,1.0,2.0,23.0,2.7,1.0
241,20064,2,1.224744871391589,1.0,1.0,2.0,24.0,2.8,1.0
241,20064,3,1.3747727084867523,1.0,1.0,2.0,24.0,3.1,1.0
242,17627,1,0.5099019513592785,1.0,1.0,4.0,25.0,2.9,1.0
242,17627,2,0.5385164807134505,1.0,1.0,4.0,26.0,3.2,1.0
242,17627,3,0.6403124237432848,1.0,1.0,4.0,25.0,3.4,1.0
243,4675,1,0.10000000000000009,3.0,2.0,4.0,39.0,3.4,1.0
243,4675,2,0.19999999999999973,3.0,2.0,4.0,39.0,3.1,1.0
243,4675,3,0.2999999999999998,3.0,2.0,4.0,39.0,3.0,1.0
244,7222,1,0.5099019513592785,1.0,1.0,4.0,30.5,3.1,1.0
244,7222,2,0.5385164807134505,1.0,1.0,4.0,30.5,3.0,1.0
244,7222,3,0.58309518948453,1.0,1.0,4.0,30.5,3.5,1.0
245,10865,1,0.19999999999999973,3.0,1.0,4.0,36.0,2.6,1.0
245,10865,2,0.20000000000000018,3.0,1.0,4.0,36.0,3.0,1.0
245,10865,3,0.30000000000000027,3.0,1.0,4.0,36.0,3.1,1.0
246,19677,1,0.5099019513592785,1.0,1.0,3.0,22.5,2.6,1.0
246,19677,2,0.6403124237432848,1.0,1.0,3.0,22.5,2.9,1.0
246,19677,3,0.7000000000000002,1.0,1.0,3.0,22.0,3.2,1.0
247,15099,1,1.1357816691600546,2.0,1.0,1.0,25.0,2.9,1.0
247,15099,2,1.1357816691600546,2.0,1.0,3.0,25.0,3.3,1.0
247,15099,3,1.315294643796591,2.0,1.0,3.0,24.7,2.8,1.0
248,8382,1,0.6000000000000001,2.0,2.0,3.0,28.0,3.0,1.0
248,8382,2,1.0,1.0,2.0,3.0,28.0,3.6,1.0
248,8382,3,1.0,2.0,1.0,3.0,28.0,3.6,1.0
249,7256,1,0.40000000000000036,1.0,1.0,2.0,31.0,2.8,1.0
249,7256,2,1.004987562112089,1.0,1.0,1.0,31.0,3.1,1.0
249,7256,3,1.004987562112089,1.0,1.0,3.0,31.0,3.3,1.0
250,14497,1,0.30000000000000027,1.0,1.0,4.0,31.0,2.4,1.0
250,14497,2,0.3605551275463996,1.0,1.0,4.0,31.3,2.5,1.0
250,14497,3,0.5385164807134504,1.0,1.0,4.0,30.5,2.9,1.0
251,15839,1,0.10000000000000009,1.0,1.0,4.0,37.0,3.0,1.0
251,15839,2,0.19999999999999973,1.0,1.0,4.0,37.0,3.3,1.0
251,15839,3,0.19999999999999973,1.0,1.0,4.0,37.0,3.3,1.0
252,12903,1,1.019803902718557,2.0,1.0,3.0,32.0,3.5,2.0
252,12903,2,1.019803902718557,2.0,1.0,3.0,33.0,3.5,1.0
252,12903,3,1.019803902718557,2.0,1.0,3.0,33.0,3.5,1.0
253,7845,1,0.0,5.0,6.0,3.0,39.0,3.6,1.0
253,7845,2,0.10000000000000009,5.0,6.0,3.0,39.0,3.5,1.0
253,7845,3,0.10000000000000009,5.0,6.0,3.0,39.0,3.7,1.0
254,7470,1,0.20000000000000018,1.0,1.0,2.0,34.0,2.6,1.0
254,7470,2,0.3999999999999999,1.0,1.0,2.0,34.0,2.8,1.0
254,7470,3,0.3999999999999999,1.0,1.0,2.0,34.0,2.8,1.0
255,12231,1,0.2999999999999998,4.0,3.0,3.0,33.0,3.6,1.0
255,12231,2,0.3999999999999999,4.0,3.0,3.0,33.0,3.5,1.0
255,12231,3,0.5,4.0,3.0,3.0,33.0,3.4,1.0
256,18024,1,1.0198039027185568,1.0,1.0,2.0,24.0,2.8,1.0
256,18024,2,1.019803902718557,1.0,1.0,1.0,25.0,2.4,1.0
256,18024,3,1.0440306508910548,1.0,2.0,2.0,25.0,2.9,1.0
257,14494,1,0.09999999999999964,1.0,1.0,3.0,29.0,2.8,1.0
257,14494,2,0.4242640687119289,1.0,1.0,3.0,29.3,3.0,1.0
257,14494,3,0.5099019513592785,1.0,1.0,3.0,28.5,2.6,1.0
258,15792,1,0.0,1.0,1.0,3.0,27.0,3.1,1.0
258,15792,2,0.20000000000000018,1.0,1.0,3.0,27.0,2.9,1.0
258,15792,3,0.30000000000000027,1.0,1.0,3.0,27.0,2.8,1.0
259,17641,1,0.7071067811865476,1.0,1.0,2.0,20.5,2.5,1.0
259,17641,2,1.0,1.0,1.0,2.0,21.0,3.0,1.0
259,17641,3,1.118033988749895,1.0,1.0,2.0,21.0,3.5,1.0
260,19899,1,0.0,1.0,1.0,3.0,27.0,2.5,1.0
260,19899,2,0.20000000000000018,1.0,1.0,3.0,27.0,2.7,1.0
260,19899,3,0.2999999999999998,1.0,1.0,3.0,27.0,2.8,1.0
261,1240,1,0.10000000000000009,2.0,1.0,4.0,41.0,3.6,1.0
261,1240,2,0.10000000000000009,2.0,1.0,4.0,41.0,3.4,1.0
261,1240,3,0.3999999999999999,2.0,1.0,4.0,41.0,3.1,1.0
262,17805,1,0.0,2.0,1.0,3.0,36.0,3.0,1.0
262,17805,2,0.10000000000000009,2.0,1.0,3.0,36.0,3.1,1.0
262,17805,3,0.10000000000000009,2.0,1.0,3.0,36.0,2.9,1.0
263,19803,1,0.2999999999999998,1.0,1.0,3.0,28.0,2.8,1.0
263,19803,2,0.2999999999999998,1.0,1.0,3.0,28.0,2.8,1.0
263,19803,3,0.2999999999999998,1.0,1.0,3.0,28.0,2.8,1.0
264,7523,1,1.319090595827292,1.0,2.0,3.0,19.5,3.1,2.0
264,7523,2,1.676305461424021,2.0,1.0,3.0,19.0,3.3,1.0
264,7523,3,1.7320508075688772,1.0,1.0,3.0,18.0,3.4,1.0
265,19416,1,0.09999999999999964,1.0,1.0,3.0,28.0,3.7,1.0
265,19416,2,0.5,1.0,1.0,3.0,28.0,3.3,1.0
265,19416,3,0.7999999999999998,1.0,1.0,3.0,28.0,3.0,1.0
266,17597,1,0.10000000000000009,3.0,3.0,3.0,43.0,2.9,1.0
266,17597,2,0.7000000000000002,3.0,3.0,3.0,43.0,3.7,1.0
266,17597,3,1.0,3.0,3.0,3.0,42.0,3.0,1.0
267,18341,1,0.10000000000000009,7.0,7.0,4.0,40.0,2.5,1.0
267,18341,2,0.19999999999999973,7.0,7.0,4.0,40.0,2.8,1.0
267,18341,3,0.20000000000000018,7.0,7.0,4.0,40.0,2.4,1.0
268,19951,1,0.22360679774997838,1.0,1.0,3.0,22.5,2.6,1.0
268,19951,2,0.31622776601683866,1.0,1.0,3.0,23.0,2.6,1.0
268,19951,3,0.44721359549995754,1.0,1.0,3.0,22.5,2.9,1.0
269,4835,1,1.118033988749895,5.0,4.0,3.0,33.0,3.3,1.0
269,4835,2,1.1224972160321824,5.0,4.0,3.0,33.0,3.4,1.0
269,4835,3,1.1224972160321824,4.0,4.0,3.0,33.0,3.4,2.0
270,4959,1,0.5385164807134505,2.0,2.0,2.0,28.5,3.5,1.0
270,4959,2,0.58309518948453,2.0,2.0,2.0,28.5,3.0,1.0
270,4959,3,0.6999999999999997,2.0,2.0,2.0,28.0,2.6,1.0
271,17932,1,0.10000000000000009,5.0,2.0,3.0,40.0,2.9,1.0
271,17932,2,0.20000000000000018,5.0,2.0,3.0,40.0,3.2,1.0
271,17932,3,0.5,5.0,2.0,3.0,40.0,2.5,1.0
272,10824,1,0.5099019513592784,1.0,2.0,3.0,36.0,2.7,1.0
272,10824,2,0.5099019513592784,1.0,2.0,3.0,36.0,2.7,1.0
272,10824,3,0.5385164807134505,1.0,2.0,3.0,35.0,3.0,1.0
273,10108,1,0.10000000000000009,1.0,1.0,4.0,36.0,2.8,1.0
273,10108,2,0.10000000000000009,1.0,1.0,4.0,36.0,2.8,1.0
273,10108,3,0.10000000000000009,1.0,1.0,4.0,36.0,3.0,1.0
274,7655,1,1.044030650891055,5.0,3.0,2.0,25.0,2.7,1.0
274,7655,2,1.4177446878757827,4.0,4.0,3.0,25.0,2.3,1.0
274,7655,3,1.4177446878757827,4.0,3.0,4.0,25.0,2.5,1.0
275,17458,1,1.0,2.0,1.0,1.0,19.0,3.0,1.0
275,17458,2,1.8708286933869707,1.0,1.0,2.0,20.5,2.5,1.0
275,17458,3,2.23606797749979,1.0,1.0,2.0,21.0,3.0,1.0
276,1308,1,1.0770329614269007,1.0,2.0,3.0,25.0,3.1,1.0
276,1308,2,1.0770329614269007,1.0,1.0,3.0,26.0,3.1,1.0
276,1308,3,1.118033988749895,1.0,1.0,3.0,26.0,3.0,1.0
277,2260,1,0.0,8.0,9.0,4.0,42.0,3.4,1.0
277,2260,2,0.10000000000000009,8.0,9.0,4.0,42.0,3.5,1.0
277,2260,3,0.10000000000000009,8.0,9.0,4.0,42.0,3.3,1.0
278,17970,1,0.5099019513592785,2.0,1.0,3.0,27.5,2.9,1.0
278,17970,2,0.7000000000000002,2.0,1.0,3.0,27.0,3.7,1.0
278,17970,3,0.7280109889280512,2.0,1.0,3.0,27.7,3.2,1.0
279,17389,1,0.0,2.0,3.0,4.0,36.0,3.0,1.0
279,17389,2,0.10000000000000009,2.0,3.0,4.0,36.0,2.9,1.0
279,17389,3,0.2999999999999998,2.0,3.0,4.0,36.0,3.3,1.0
280,14878,1,0.19999999999999973,1.0,1.0,3.0,34.0,3.3,1.0
280,14878,2,0.19999999999999973,1.0,1.0,3.0,34.0,3.3,1.0
280,14878,3,0.20000000000000018,1.0,1.0,3.0,34.0,2.9,1.0
281,19613,1,0.5,1.0,1.0,2.0,36.0,3.0,1.0
281,19613,2,0.5,1.0,1.0,2.0,36.0,3.0,1.0
281,19613,3,0.5385164807134505,1.0,1.0,2.0,36.5,2.7,1.0
282,10335,1,0.0,1.0,1.0,3.0,34.0,2.9,1.0
282,10335,2,0.0,1.0,1.0,3.0,34.0,2.9,1.0
282,10335,3,0.0,1.0,1.0,3.0,34.0,2.9,1.0
283,7606,1,1.044030650891055,4.0,2.0,4.0,30.0,2.7,2.0
283,7606,2,1.044030650891055,4.0,1.0,4.0,30.0,2.7,1.0
283,7606,3,1.445683229480096,4.0,2.0,4.0,30.0,2.7,1.0
284,1624,1,0.3999999999999999,2.0,4.0,3.0,35.0,3.9,1.0
284,1624,2,1.0,2.0,3.0,3.0,35.0,3.5,1.0
284,1624,3,1.004987562112089,2.0,3.0,3.0,35.0,3.6,1.0
285,16532,1,0.5,1.0,1.0,2.0,33.0,3.5,1.0
285,16532,2,0.5099019513592785,1.0,1.0,2.0,33.5,3.1,1.0
285,16532,3,1.019803902718557,1.0,1.0,3.0,33.0,3.2,1.0
286,2033,1,0.58309518948453,1.0,2.0,3.0,31.5,3.1,1.0
286,2033,2,1.004987562112089,1.0,2.0,3.0,33.0,3.3,1.0
286,2033,3,1.004987562112089,1.0,1.0,3.0,32.0,3.5,1.0
287,16399,1,0.10000000000000009,2.0,2.0,3.0,32.0,3.1,1.0
287,16399,2,0.20000000000000018,2.0,2.0,3.0,32.0,2.8,1.0
287,16399,3,0.20000000000000018,2.0,2.0,3.0,32.0,2.8,1.0
288,5942,1,0.19999999999999973,2.0,1.0,4.0,31.0,3.4,1.0
288,5942,2,0.5830951894845302,2.0,1.0,4.0,30.5,2.9,1.0
288,5942,3,0.6000000000000001,2.0,1.0,4.0,31.0,2.6,1.0
289,356,1,0.10000000000000009,3.0,2.0,4.0,36.0,3.6,1.0
289,356,2,0.20000000000000018,3.0,2.0,4.0,36.0,3.7,1.0
289,356,3,0.5,3.0,2.0,4.0,36.0,3.0,1.0
290,14575,1,0.2999999999999998,1.0,1.0,4.0,37.0,3.0,1.0
290,14575,2,0.5,1.0,1.0,4.0,37.0,2.2,1.0
290,14575,3,0.5999999999999996,1.0,1.0,4.0,37.0,3.3,1.0
291,5433,1,0.19999999999999973,1.0,1.0,3.0,26.0,3.1,1.0
291,5433,2,0.2999999999999998,1.0,1.0,3.0,26.0,3.0,1.0
291,5433,3,0.6403124237432848,1.0,1.0,3.0,26.5,2.9,1.0
292,6681,1,0.10000000000000009,1.0,1.0,3.0,27.0,3.1,1.0
292,6681,2,0.30000000000000027,1.0,1.0,3.0,27.0,2.9,1.0
292,6681,3,0.40000000000000036,1.0,1.0,3.0,27.0,2.8,1.0
293,10052,1,0.10000000000000009,2.0,2.0,4.0,31.0,3.0,1.0
293,10052,2,0.10000000000000009,2.0,2.0,4.0,31.0,3.0,1.0
293,10052,3,0.19999999999999973,2.0,2.0,4.0,31.0,2.7,1.0
294,14349,1,0.0,1.0,1.0,3.0,31.0,2.7,1.0
294,14349,2,0.0,1.0,1.0,3.0,31.0,2.7,1.0
294,14349,3,0.19999999999999973,1.0,1.0,3.0,31.0,2.9,1.0
295,20233,1,1.3453624047073711,5.0,5.0,3.0,23.0,3.2,1.0
295,20233,2,1.4142135623730951,5.0,5.0,5.0,23.0,3.3,1.0
295,20233,3,1.6248076809271923,5.0,5.0,3.0,24.0,3.1,1.0
296,10793,1,1.118033988749895,5.0,3.0,5.0,26.5,2.8,1.0
296,10793,2,1.1575836902790224,4.0,3.0,4.0,25.5,2.5,1.0
296,10793,3,1.42828568570857,4.0,3.0,4.0,25.0,3.0,1.0
297,14986,1,0.3999999999999999,1.0,1.0,1.0,33.0,2.7,1.0
297,14986,2,1.004987562112089,1.0,1.0,1.0,34.0,3.2,1.0
297,14986,3,1.0770329614269007,1.0,1.0,2.0,33.0,3.5,1.0
298,15776,1,0.0,5.0,7.0,4.0,37.0,3.1,1.0
298,15776,2,0.10000000000000009,5.0,7.0,4.0,37.0,3.2,1.0
298,15776,3,0.2999999999999998,5.0,7.0,4.0,37.0,3.4,1.0
299,14704,1,1.004987562112089,3.0,2.0,3.0,26.0,3.0,1.0
299,14704,2,1.004987562112089,3.0,3.0,3.0,25.0,3.2,1.0
299,14704,3,1.004987562112089,3.0,2.0,4.0,25.0,3.2,1.0
300,932,1,0.10000000000000009,1.0,1.0,4.0,38.0,3.6,1.0
300,932,2,0.20000000000000018,1.0,1.0,4.0,38.0,3.3,1.0
300,932,3,0.20000000000000018,1.0,1.0,4.0,38.0,3.7,1.0
301,13868,1,0.10000000000000009,1.0,1.0,3.0,23.0,2.6,1.0
301,13868,2,0.2999999999999998,1.0,1.0,3.0,23.0,3.0,1.0
301,13868,3,0.5099019513592785,1.0,1.0,3.0,22.5,2.6,1.0
302,5549,1,1.0770329614269007,1.0,1.0,2.0,40.0,2.6,1.0
302,5549,2,1.16619037896906,1.0,1.0,2.0,40.0,2.8,1.0
302,5549,3,1.22065556157337,1.0,1.0,2.0,40.0,2.9,1.0
303,19938,1,0.10000000000000009,1.0,1.0,4.0,36.0,2.4,1.0
303,19938,2,0.2999999999999998,1.0,1.0,4.0,36.0,2.8,1.0
303,19938,3,0.2999999999999998,1.0,1.0,4.0,36.0,2.8,1.0
304,4273,1,1.004987562112089,5.0,4.0,3.0,34.0,3.2,1.0
304,4273,2,1.0198039027185568,4.0,4.0,3.0,34.0,3.1,2.0
304,4273,3,1.0770329614269007,5.0,4.0,3.0,34.0,2.9,1.0
305,10191,1,0.10000000000000009,1.0,1.0,3.0,28.0,2.8,1.0
305,10191,2,0.10000000000000009,1.0,1.0,3.0,28.0,2.8,1.0
305,10191,3,0.10000000000000009,1.0,1.0,3.0,28.0,2.8,1.0
306,6981,1,1.3892443989449799,1.0,1.0,2.0,20.5,2.5,1.0
306,6981,2,1.449137674618944,2.0,1.0,3.0,19.0,3.3,1.0
306,6981,3,1.4594519519326425,2.0,1.0,1.0,19.0,3.0,1.0
307,3822,1,0.20000000000000018,5.0,3.0,3.0,41.0,3.5,1.0
307,3822,2,0.2999999999999998,5.0,3.0,3.0,41.0,3.0,1.0
307,3822,3,1.0,5.0,3.0,3.0,42.0,3.3,1.0
